web-scraper-order,web-scraper-start-url,linkgetter,linkgetter-href,MarkaAdi,Modeladi,Renk,Hiz,MaxTork,Silindir,Depo,Tuketim,Sübap,Guvenlik Group,Model_Yili,Kasa_Tipi,Konfor Group,Rehin_Durum,Haciz_Durum,Tsi(Turbo Supercharger Injection),Yakit,Sanziman,Max_Güc,Garanti,Aktarma,Konum_detay,Konum_sehir,Fiyat
"1669729014-131","https://dod.com.tr/arac-arama?page=143","Toyota Corolla","https://dod.com.tr/arac-detay/Toyota/Corolla/222000223","Toyota","Corolla","Gümüş Gri","195 Km/h","157","4","55","5.8","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elektronik Fren Basınç DağıtımıFren Asistanı - BAS Immobilizer - IMM Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2010","Sedan","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","LPG","Manuel","124 Hp","Garantisiz","Önden Çekiş","Batı Denizli","Denizli","322.900₺"
"1669729022-132","https://dod.com.tr/arac-arama?page=143","Volkswagen Scirocco","https://dod.com.tr/arac-detay/Volkswagen/Scirocco/223431338","Volkswagen","Scirocco","Beyaz","218 Km/h","240","4","55","8.7","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Immobilizer - IMM Karanlık Sensörlü Farlar - KSFÖn Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2010","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör - 8HAdaptif Süspansiyon SistemiAlüminyum Alaşım Jant - AJCD Çalar 6'lı - CD6Çok Fonksiyonlu Direksiyon - FDDeri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD MP3lü CD ÇalarSpor Koltuklar - SK Torpido Gözü Soğutması - TGSYol Bilgisayarı - YB""}]","Yok*","Yok*","1.4 Lt","Benzin","Otomatik","160 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Ankara","Ankara","335.000₺"
"1669729031-133","https://dod.com.tr/arac-arama?page=143","Audi A1","https://dod.com.tr/arac-detay/Audi/A1/223431590","Audi","A1","Sedefli Misano Kırmızısı","203 Km/h","200","4","45","6.5","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Ön ve Arka Tavan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları8 Hoparlör - 8HElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı AynaElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYükseklik Ayarlı Sürücü Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Otomatik","122 Hp","Garantisiz","Önden Çekiş","Tamaş","İstanbul","410.000₺"
"1669729039-134","https://dod.com.tr/arac-arama?page=143","Bmw 7 Serisi","https://dod.com.tr/arac-detay/Bmw/7%20Serisi/222700356","BMW","7 Serisi","Siyah","250 Km/h","600","8","82","16.4","32","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Alarm - AL Anahtarsız Sistem - KG Arka Park İkazı - PS Arka Yan Hava YastıklarıBi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıYolcu Hava Yastığı""}]","2011","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAdaptif Süspansiyon SistemiAhsap Kaplama Konsol- AKK Alüminyum Alaşım Jant - AJArka Görüntü Kamerası - AGK Arka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Döşeme - DDDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Arka Perde - EAP Elektrikli Katla. Dış Aynalar Elektrikli Sürücü KoltuğuElektrikli Yan Perde - EYP Elektrikli Yolcu KoltuğuElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Isıtmalı Yolcu KoltuğuMP3lü CD ÇalarTv Alıcısı - TVYol Bilgisayarı - YBYükseklik Ayarlı Direksiyon - YAD""}]","Yok*","Yok*","4.4 Lt","Benzin","Otomatik","407 Hp","Garantisiz","Arkadan İtiş","Acarsan Gaziantep","Gaziantep","1.900.000₺"
"1669729047-135","https://dod.com.tr/arac-arama?page=143","Mercedes-benz E-serisi","https://dod.com.tr/arac-detay/Mercedes-benz/E-serisi/220700150","Mercedes-Benz","E-Serisi","Beyaz","240 Km/h","310","4","66","6.1","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Sis Farı - SFÖn Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Cabriolet","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAdaptif Süspansiyon SistemiAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Sürücü KoltuğuElektrikli ve Isıtmalı AynaElektrikli Yolcu KoltuğuHız Sabitleyici - CC Hidrolik Direksiyon - HD MP3lü CD ÇalarSpor Koltuklar - SK Yol Bilgisayarı - YBYükseklik Ayarlı Direksiyon - YAD""}]","Yok*","Yok*","1.8 Lt","Benzin","Otomatik","204 Hp","Garantisiz","Arkadan İtiş","Başaran Ağır Vasıta","Antalya","1.165.000₺"
"1669729055-136","https://dod.com.tr/arac-arama?page=143","Mercedes-benz S-serisi","https://dod.com.tr/arac-detay/Mercedes-benz/S-serisi/225400278","Mercedes-Benz","S-Serisi","Siyah","250 Km/h","620","6","83","9.9","24","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Arka Yan Hava YastıklarıBi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Sedan","[{""Konfor Group"":""Konfor Aksesuarları10 Hoparlör - 10H2 Bölgeli Otomatik Klima - 2BK4'lü Havalı Süsp. - 4HS Adaptif Süspansiyon SistemiAhsap Kaplama Konsol- AKK Alüminyum Alaşım Jant - AJArka Görüntü Kamerası - AGK Arka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Döşeme - DDDireksiyondan K. Müzik SistemiDVD Player-DVDElektrik Ayarlı Arka KoltukElektrikli Açılır Tavan  - EATElektrikli Arka Camlar - 2AECElektrikli Arka Perde - EAP Elektrikli Katla. Dış Aynalar Elektrikli Sürücü KoltuğuElektrikli Yolcu KoltuğuElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Isıtmalı Arka KoltukIsıtmalı Yolcu KoltuğuMP3lü CD ÇalarSüspansiyon Yükseklik Ayarı -HTorpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Direksiyon - YAD""}]","Yok*","Yok*","3 Lt","Dizel","Otomatik","258 Hp","Garantisiz","4x4","Erkur DOD","Sakarya","2.070.000₺"
"1669729063-137","https://dod.com.tr/arac-arama?page=143","Mini One","https://dod.com.tr/arac-detay/Mini/One/225500915","MINI","One","Sarı Siyah","186 Km/h","153","4","40","7.2","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları4 Hoparlör - 4HElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı AynaElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYükseklik Ayarlı Direksiyon - YADYükseklik Ayarlı Sürücü Koltuğu""}]","Yok*","Yok*","1.6 Lt","Benzin","Manuel","98 Hp","Garantisiz","Önden Çekiş","Erçal","Samsun","319.990₺"
"1669729079-138","https://dod.com.tr/arac-arama?page=142","Mitsubishi Colt","https://dod.com.tr/arac-detay/Mitsubishi/Colt/222000228","Mitsubishi","Colt","Gri","180 Km/h","125","4","47","6.3","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elektronik Fren Basınç DağıtımıFren Asistanı - BAS Ön Sis Farı - SFÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","MPV","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı AynaElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarTorpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü Koltuğu""}]","Yok*","Yok*","1.3 Lt","LPG","Manuel","95 Hp","Garantisiz","Önden Çekiş","Batı Denizli","Denizli","267.900₺"
"1669729087-139","https://dod.com.tr/arac-arama?page=142","Nissan Micra","https://dod.com.tr/arac-detay/Nissan/Micra/213418935","Nissan","Micra","Siyah","161 Km/h","110","3","41","6.7","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Fren Asistanı-BAS Ön Sis Farı-SFÖn ve Arka Tavan Hava YastıklaÖn Yan hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları4 Hoparlör-4HAlüminyum Alaşım Jant -AJÇok fonksiyonlu Direksiyon-FDDeri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiELEKTRİKLİ AYNA - EA  Elektrikli Ön Camlar - 2OECElektronik Direksiyon Ayarı - Elektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayari - YBYükseklik Ayarlı S.Koltuğu""}]","Yok*","Yok*","1.2 Lt","Benzin","Otomatik","80 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Maslak","İstanbul","310.000₺"
"1669729096-140","https://dod.com.tr/arac-arama?page=142","Opel Meriva","https://dod.com.tr/arac-detay/Opel/Meriva/223500832","Opel","Meriva","Gri","168 Km/h","180","4","54","5.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Lastik Basınç Sensörleri - LBSÖn Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","MPV","[{""Konfor Group"":""Konfor AksesuarlarıAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYol Bilgisayarı - YBYükseklik Ayarlı Sürücü Koltuğu""}]","Yok*","Yok*","1.2 Lt","Dizel","Manuel","95 Hp","Garantisiz","Önden Çekiş","Vosmer Gaziemir","İzmir","279.000₺"
"1669729104-141","https://dod.com.tr/arac-arama?page=142","Opel Corsa","https://dod.com.tr/arac-detay/Opel/Corsa/222000233","Opel","Corsa","Siyah","172 Km/h","130","4","45","8.2","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elektronik Fren Basınç DağıtımıFren Asistanı - BAS Ön Sis Farı - SFÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Hatchback","[{""Konfor Group"":""Konfor AksesuarlarıAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYol Bilgisayarı - YBYükseklik Ayarlı Sürücü Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Otomatik","100 Hp","Garantisiz","Önden Çekiş","Batı Denizli","Denizli","284.900₺"
"1669729112-142","https://dod.com.tr/arac-arama?page=142","Opel Astra","https://dod.com.tr/arac-detay/Opel/Astra/222000171","Opel","Astra","Hakim Gri","192 Km/h","155","4","52","8.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Ön Sis Farı - SFÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Sedan","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HDeri Vites Topuzu - DVTElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Direksiyon - YADYükseklik Ayarlı Sürücü Koltuğu""}]","Yok*","Yok*","1.6 Lt","LPG","Otomatik","115 Hp","Garantisiz","Önden Çekiş","Batı Denizli","Denizli","292.900₺"
"1669729120-143","https://dod.com.tr/arac-arama?page=142","Opel Corsa","https://dod.com.tr/arac-detay/Opel/Corsa/220101364","Opel","Corsa","Siyah","172 Km/h","115","4","45","6.9","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elektronik Fren Basınç DağıtımıFren Asistanı - BAS Ön Sis Farı - SFÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Hatchback","[{""Konfor Group"":""Konfor AksesuarlarıAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYol Bilgisayarı - YBYükseklik Ayarlı Sürücü Koltuğu""}]","Yok*","Yok*","1.2 Lt","Benzin","Manuel","85 Hp","Garantisiz","Önden Çekiş","Aykan Adana","Adana","295.000₺"
"1669729127-144","https://dod.com.tr/arac-arama?page=142","Opel Astra","https://dod.com.tr/arac-detay/Opel/Astra/222800043","Opel","Astra","Opak Siyah","202 Km/h","200","4","56","4.7","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFÖn Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Hatchback","[{""Konfor Group"":""Konfor AksesuarlarıAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYol Bilgisayarı - YBYükseklik Ayarlı Direksiyon - YADYükseklik Ayarlı Sürücü Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Manuel","140 Hp","Garantisiz","Önden Çekiş","Fatih Giresun","Giresun","335.000₺"
"1669729135-145","https://dod.com.tr/arac-arama?page=142","Peugeot 3008","https://dod.com.tr/arac-detay/Peugeot/3008/222000189","Peugeot","3008","Siyah İnci","183 Km/h","270","4","60","5.8","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFÖn Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK6 Hoparlör - 6HAdaptif Süspansiyon SistemiAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Katla. Dış Aynalar Elektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD MP3lü CD ÇalarPanoramik Cam Tavan - PCTSoğutmalı Orta Konsol - SOK Yol Bilgisayarı - YBYükseklik Ayarlı Direksiyon - YADYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","112 Hp","Garantisiz","Önden Çekiş","Batı Denizli","Denizli","417.900₺"
"1669729143-146","https://dod.com.tr/arac-arama?page=142","Renault Megane","https://dod.com.tr/arac-detay/Renault/Megane/220101070","Renault","Megane","Siyah","185 Km/h","240","4","60","5.5","8","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Anahtarsız Sistem - KG Arka Park İkazı - PS Elektronik Fren Basınç DağıtımıFren Asistanı - BAS Karanlık Sensörlü Farlar - KSFÖn Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıYolcu Hava Yastığı""}]","2011","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Katla. Dış Aynalar Elektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD MP3lü CD ÇalarYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Dizel","Manuel","105 Hp","Garantisiz","Önden Çekiş","Aykan Adana","Adana","345.000₺"
"1669729151-147","https://dod.com.tr/arac-arama?page=142","Volkswagen Tiguan","https://dod.com.tr/arac-detay/Volkswagen/Tiguan/225400329","Volkswagen","Tiguan","Beyaz","197 Km/h","240","4","64","8.5","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Lastik Basınç Sensörleri - LBSÖn Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJCD Çalar 6'lı - CD6Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD MP3lü CD ÇalarPort Bagaj - PB Spor Koltuklar - SK Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Manuel","150 Hp","Garantisiz","Önden Çekiş","Erkur DOD","Sakarya","455.000₺"
"1669729159-148","https://dod.com.tr/arac-arama?page=142","Volkswagen Amarok","https://dod.com.tr/arac-detay/Volkswagen/Amarok/220101353","Volkswagen","Amarok","Gümüş Gri","181 Km/h","400","4","80","9.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Eğim İniş Kontrolü-HDCElekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Ön Sis Farı - SFÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Pick-up","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaHız Sabitleyici - CC Hidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYol Bilgisayarı - YBYükseklik Ayarlı Direksiyon - YADYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","2 Lt","Dizel","Manuel","163 Hp","Garantisiz","4x4","Aykan Adana","Adana","465.000₺"
"1669729167-149","https://dod.com.tr/arac-arama?page=142","Volkswagen Touareg","https://dod.com.tr/arac-detay/Volkswagen/Touareg/203414217","Volkswagen","Touareg","Derin Siyah","218 Km/h","550","6","85","8.8","24","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park Ikazi - PS Eğim İniş Kontrolü-HDCElekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Fren Asistanı-BAS Karanlık Sensörlü Farlar - KSFÖn Park İkazı - ÖPİ Ön Sis Farı-SFÖn ve Arka Tavan Hava YastıklaÖn Yan hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2011","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör-8HAlüminyum Alaşım Jant -AJArka Kol Dayama - KDCD-Çalar-6lı - CD6Çok fonksiyonlu Direksiyon-FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Katla. Dış Aynalar Elektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Isıtmalı Direksiyon - ID MP3lü CD ÇalarTorpido Gözü Soğutması - TGSYol Bilgisayari - YBYükseklik Ayarlı Direksiyon - YADYükseklik Ayarlı S.KoltuğuYükseklik Ayarlı Y.Koltuğu""}]","Yok*","Yok*","3 Lt","Dizel","Otomatik","239 Hp","Garantisiz","4x4","Doğuş Oto Maslak","İstanbul","1.200.000₺"
